1153|I won't sleep nearly... uh... but heart is... uh... expert.|I won't sleep nearly... uh... but heart is... uh... expert.
1154||
1155|Kalia!|Kalia!
1156|I'll do the guard duty. And he's snoring away.|I'll do the guard duty. And he's snoring away.
1157|Whaa.. Aahhh!|Whaa.. Aahhh!
1158|Oh! What happened? Kaalia, we have been robbed! What? Someone else is also here.|Oh! What happened? Kaalia, we have been robbed! What? Someone else is also here.
1159|Huh?|Huh?
1160|Bean! Over there!|Bean! Over there!
1161|Come on, guys.|Come on, guys.
1162|Shh.|Shh.
1163|Yeee... Huh? Huh? Catch the thieves!|Yeee... Huh? Huh? Catch the thieves!
1164|Gasps|Gasps
1165|Oh, ya, Oh. Uhum Uhum|Oh, ya, Oh. Uhum Uhum
1166|Uh-huh.|Uh-huh.
1167|D pronounced|D pronounced
1168|You guys and her? Babe, look! All our camping stuff!|You guys and her? Babe, look! All our camping stuff!
1169|What are you doing at Neeli Pahadi now?|What are you doing at Neeli Pahadi now?
1170|What is this?|What is this?
1171|Dholakpur's beam will scale nearly pahari soon. Others are all buffoons.|Dholakpur's beam will scale nearly pahari soon. Others are all buffoons.
1172|By sending such a message to Pahalvanpur, you've definitely insulted us, Beem! Geechuck!|By sending such a message to Pahalvanpur, you've definitely insulted us, Beem! Geechuck!
1173|I'll never stoop so low. Uh-huh. Now you're lying since you're scared, Beam. Huh? We've come here for a few days on a trip, Keechek.|I'll never stoop so low. Uh-huh. Now you're lying since you're scared, Beam. Huh? We've come here for a few days on a trip, Keechek.
1174|you|you
2001|Thank you.|Thank you.
2002|Booga and dooga!|Booga and dooga!
2003|Ugh.|Ugh.
2004|Use the sight of your closed eyes!|Use the sight of your closed eyes!
2005|Tell me. A young boy, a girl carrying laddoos, one small talking monkey, a tiny boy, a tall strong boy and two identical boys. They are coming, yeah? They are bringing prosperity for everyone, but only danger for you. Is that so?|Tell me. A young boy, a girl carrying laddoos, one small talking monkey, a tiny boy, a tall strong boy and two identical boys. They are coming, yeah? They are bringing prosperity for everyone, but only danger for you. Is that so?
2006|If they come, they will face Hatari's Qatari and certain defeat. And they will be blamed for all my evil actions.|If they come, they will face Hatari's Qatari and certain defeat. And they will be blamed for all my evil actions.
2007|Hello! Hahahaha! Oh wow! They can jump so high! Do they have springs fitted into their feet?|Hello! Hahahaha! Oh wow! They can jump so high! Do they have springs fitted into their feet?
2008|They have trespassed into our village and brought destruction along with them! Why people listen to me?|They have trespassed into our village and brought destruction along with them! Why people listen to me?
2009|Twin fortune tellers never give me any false messages. They have told me that these children's footprints have been found by the banks of the dry river. These foreigners have come to our land and polluted our river water. Our poor little animals have fallen sick because of them. Hatari skatari. Huh? Huh? Ah! Ah! Ah! Ah! Ah! Ah! Ah! Those twin boys will be very useful to me. Hatari skatari!|Twin fortune tellers never give me any false messages. They have told me that these children's footprints have been found by the banks of the dry river. These foreigners have come to our land and polluted our river water. Our poor little animals have fallen sick because of them. Hatari skatari. Huh? Huh? Ah! Ah! Ah! Ah! Ah! Ah! Ah! Those twin boys will be very useful to me. Hatari skatari!
2010|Hi! Hi! Hi, Jayde! Hi! Hi! Hi! Hi! G-daddy! Hey! What? Oh! Oh! Oh! Oh! Oh!|Hi! Hi! Hi, Jayde! Hi! Hi! Hi! Hi! G-daddy! Hey! What? Oh! Oh! Oh! Oh! Oh!
2011|Whatever you saw with open eyes, forget it all!|Whatever you saw with open eyes, forget it all!
2012|Whatever your ears heard, just forget it! Forget it! Forget it! Forgotten! What are your names? Dholu! B-b-bholu! Ahhh! Forget them! Your names are, Engu and Pingu! Mmm! Mmm! Mmm! Mmm! Mmm! We will go and rescue Dholu and Bholu from Hattari for sure! But we cannot be hasty about this, my friend!|Whatever your ears heard, just forget it! Forget it! Forget it! Forgotten! What are your names? Dholu! B-b-bholu! Ahhh! Forget them! Your names are, Engu and Pingu! Mmm! Mmm! Mmm! Mmm! Mmm! We will go and rescue Dholu and Bholu from Hattari for sure! But we cannot be hasty about this, my friend!
2013|Uh, remember? He had said something about his fortune tellers being twins. Maybe he wants to turn them into fortune tellers too?|Uh, remember? He had said something about his fortune tellers being twins. Maybe he wants to turn them into fortune tellers too?
2014|Hmm.|Hmm.
2015|Then there might be a way to find out how to fight Hattari's magical powers. What is that? Those twins help Hattari by telling him all that they can see about the future.|Then there might be a way to find out how to fight Hattari's magical powers. What is that? Those twins help Hattari by telling him all that they can see about the future.
2016|What if we ask the twins themselves and they tell us how we'll be able to fight Hattari's magical powers. What do you think?|What if we ask the twins themselves and they tell us how we'll be able to fight Hattari's magical powers. What do you think?
2017|Woo!|Woo!
2018|Hahris Qatari, tell me, how can we override Hahtari's magical powers? Okabala! Huh? What is okabala?|Hahris Qatari, tell me, how can we override Hahtari's magical powers? Okabala! Huh? What is okabala?
2019|The flute! When Hatari hears the flute's music, Hatari's brain will be affected and his magic will vanish! Can you tell us how to get to Kokabala? Kokabala wanders around here, there, everywhere. It's hard to find him, even harder to know it's him. Only when Kokabala himself wants to help, he sends his seeker a message or a signal to show him the way. Pingu, Pingu aren't sleeping today, but crying instead. L-L-Laddoo! Why are these Laddoos so special? Why does that boy keep having Laddoos? He has Laddoos to get more powerful. Hatari's Katari! These children have become a big nuisance to me. Hatari's Katari!|The flute! When Hatari hears the flute's music, Hatari's brain will be affected and his magic will vanish! Can you tell us how to get to Kokabala? Kokabala wanders around here, there, everywhere. It's hard to find him, even harder to know it's him. Only when Kokabala himself wants to help, he sends his seeker a message or a signal to show him the way. Pingu, Pingu aren't sleeping today, but crying instead. L-L-Laddoo! Why are these Laddoos so special? Why does that boy keep having Laddoos? He has Laddoos to get more powerful. Hatari's Katari! These children have become a big nuisance to me. Hatari's Katari!
