1019|from an old friend of mine, a wanderer who traveled to distant lands.|from an old friend of mine, a wanderer who traveled to distant lands.
1020|It is said to have the power to guide its bearer on their journey and protect them from harm. Take it, Elara, and may it aid you in your quest.|It is said to have the power to guide its bearer on their journey and protect them from harm. Take it, Elara, and may it aid you in your quest.
1021|Alara accepted the amulet with reverence.|Alara accepted the amulet with reverence.
11001|Hey there, fellow space enthusiasts. Welcome to this electrifying episode of Calum Labs. I'm your host, and today we've got an adventure of cosmic proportions lined up for you. So grab your space helmets and prepare for a mind-blowing journey through the vast expanse of the universe.|Hey there, fellow space enthusiasts. Welcome to this electrifying episode of Calum Labs. I'm your host, and today we've got an adventure of cosmic proportions lined up for you. So grab your space helmets and prepare for a mind-blowing journey through the vast expanse of the universe.
11002|Ladies and gentlemen, the universe is like a cosmic stage, and today we're pulling back the curtains to reveal its most stunning acts. Imagine this, billions of galaxies, each containing billions of stars, and amidst it all, we're just a tiny speck.|Ladies and gentlemen, the universe is like a cosmic stage, and today we're pulling back the curtains to reveal its most stunning acts. Imagine this, billions of galaxies, each containing billions of stars, and amidst it all, we're just a tiny speck.
11003|Don't let our size fool you. Our thirst for knowledge knows no bounds. From the breathtaking beauty of nebulae to the enigmatic allure of black holes, every corner of space has a story to tell. Hold onto your seats because we're taking a journey through our very own cosmic neighborhood. The planets of our solar system are more than just names. They're worlds waiting to be explored. Mars, the red planet, might just hold the key to humanity's future beyond Earth.|Don't let our size fool you. Our thirst for knowledge knows no bounds. From the breathtaking beauty of nebulae to the enigmatic allure of black holes, every corner of space has a story to tell. Hold onto your seats because we're taking a journey through our very own cosmic neighborhood. The planets of our solar system are more than just names. They're worlds waiting to be explored. Mars, the red planet, might just hold the key to humanity's future beyond Earth.
11004|with its raging storms, is a true giant of the gas giants. Let's not forget Saturn, adorned with its stunning rings and the icy mysteries of Pluto and the Kuiper Belt.|with its raging storms, is a true giant of the gas giants. Let's not forget Saturn, adorned with its stunning rings and the icy mysteries of Pluto and the Kuiper Belt.
11005|Who can forget that iconic moment when humanity took its first steps on the Moon? It's a tale of courage, innovation, and the indomitable spirit of exploration.|Who can forget that iconic moment when humanity took its first steps on the Moon? It's a tale of courage, innovation, and the indomitable spirit of exploration.
11006|As we reflect on this historic feat, we're reminded that the sky is not the limit. It's just the beginning.|As we reflect on this historic feat, we're reminded that the sky is not the limit. It's just the beginning.
11007|What's next for lunar exploration? Will we build bases, mine resources, or even set our sights on Mars? The possibilities are as endless as the stars themselves. It's not just celestial bodies that have us fascinated. Our technology is reaching for the stars too.|What's next for lunar exploration? Will we build bases, mine resources, or even set our sights on Mars? The possibilities are as endless as the stars themselves. It's not just celestial bodies that have us fascinated. Our technology is reaching for the stars too.
11008|From communication satellites that keep us connected across continents to observatories that peer into the heart of galaxies, we've become true spacefarers. And let's not forget those incredible space telescopes that capture light that's traveled for billions of years, revealing the universe's hidden secrets. Prepare to have your mind blown as we dive into the deep end of the cosmos. Black holes, those cosmic vacuum cleaners, defy the laws of physics as we know them. They gobble up everything in their path, including light itself.|From communication satellites that keep us connected across continents to observatories that peer into the heart of galaxies, we've become true spacefarers. And let's not forget those incredible space telescopes that capture light that's traveled for billions of years, revealing the universe's hidden secrets. Prepare to have your mind blown as we dive into the deep end of the cosmos. Black holes, those cosmic vacuum cleaners, defy the laws of physics as we know them. They gobble up everything in their path, including light itself.
11009|Speaking of mysteries, dark matter continues to elude our detection, yet we're certain it's out there, shaping the universe in ways we're only beginning to understand.|Speaking of mysteries, dark matter continues to elude our detection, yet we're certain it's out there, shaping the universe in ways we're only beginning to understand.
11010|at the brink of an exciting era.|at the brink of an exciting era.
12001|Greetings, intelligent young minds tuning in from across the nation. Welcome to an electrifying clash of knowledge and passion for space exploration. We've prepared an incredible experience for you today, as we gather six exceptionally talented young individuals from India, all geared up to demonstrate their cosmic expertise.|Greetings, intelligent young minds tuning in from across the nation. Welcome to an electrifying clash of knowledge and passion for space exploration. We've prepared an incredible experience for you today, as we gather six exceptionally talented young individuals from India, all geared up to demonstrate their cosmic expertise.
12002|stars of our show, the contestants who will be taking center stage and showcasing their celestial wisdom.|stars of our show, the contestants who will be taking center stage and showcasing their celestial wisdom.
12003|These young geniuses have been carefully selected for their fascination with the universe. And they're here to guide you through a captivating journey of galaxies, stars, planets, and beyond.|These young geniuses have been carefully selected for their fascination with the universe. And they're here to guide you through a captivating journey of galaxies, stars, planets, and beyond.
12004|The Astronomical Achiever.|The Astronomical Achiever.
12005|is a budding astronomy enthusiast, well versed in constellations and cosmic phenomena. With their trusty telescope by their side, they've spent countless nights observing the heavens and even caught a glimpse of some shooting stars. Prepare to be amazed by their astronomical insights.|is a budding astronomy enthusiast, well versed in constellations and cosmic phenomena. With their trusty telescope by their side, they've spent countless nights observing the heavens and even caught a glimpse of some shooting stars. Prepare to be amazed by their astronomical insights.
12006|The Nebula Nerd.|The Nebula Nerd.
12007|is a young prodigy with a keen interest in deciphering the secrets of nebulae. They can distinguish supernovae from quasars and explain the life cycle of stars with the expertise of an experienced astrophysicist.|is a young prodigy with a keen interest in deciphering the secrets of nebulae. They can distinguish supernovae from quasars and explain the life cycle of stars with the expertise of an experienced astrophysicist.
12008|If you've ever wondered about the vivid colors of space clouds, this contestant holds all the answers.|If you've ever wondered about the vivid colors of space clouds, this contestant holds all the answers.
12009|planetary prodigy.|planetary prodigy.
12010|Our third contender specializes in planets, possessing an in-depth knowledge of our solar system's intricacies.|Our third contender specializes in planets, possessing an in-depth knowledge of our solar system's intricacies.
12011|From the composition of each planet's atmosphere to the names of Jupiter's moons, they have an impressive grasp of our cosmic neighborhood's mysteries.|From the composition of each planet's atmosphere to the names of Jupiter's moons, they have an impressive grasp of our cosmic neighborhood's mysteries.
12012|Constant 4, The Cosmic Curious|Constant 4, The Cosmic Curious
12013|possesses an insatiable curiosity about the universe. From the origin of the cosmos and the Big Bang to the evolution of galaxies, they've delved into the depths of cosmology. If questions about the universe's inception intrigue you, get ready for a thought-provoking experience.|possesses an insatiable curiosity about the universe. From the origin of the cosmos and the Big Bang to the evolution of galaxies, they've delved into the depths of cosmology. If questions about the universe's inception intrigue you, get ready for a thought-provoking experience.
12014|The Space Tech Guru.|The Space Tech Guru.
12015|The participant is a tech-savvy whiz well versed in the intricacies of space technology. Whether discussing the functioning of GPS satellites, the marvels of communication satellites, or the challenges of robotic space exploration, they're here to provide insights into the tools connecting us to the cosmos. Contestant 6, the young space pioneer.|The participant is a tech-savvy whiz well versed in the intricacies of space technology. Whether discussing the functioning of GPS satellites, the marvels of communication satellites, or the challenges of robotic space exploration, they're here to provide insights into the tools connecting us to the cosmos. Contestant 6, the young space pioneer.
12016|but certainly not least, our final contender aspires to become an astronaut.|but certainly not least, our final contender aspires to become an astronaut.
12017|This bold participant dreams of stepping foot on the moon, venturing to Mars and beyond.|This bold participant dreams of stepping foot on the moon, venturing to Mars and beyond.
12018|Their enthusiasm for space travel is infectious, and their knowledge of humanity's journey through space is awe inspiring. Let the space showdown commence. With our six remarkable contestants primed for competition, get ready for an enthralling quiz that will test their space expertise and quick thinking.|Their enthusiasm for space travel is infectious, and their knowledge of humanity's journey through space is awe inspiring. Let the space showdown commence. With our six remarkable contestants primed for competition, get ready for an enthralling quiz that will test their space expertise and quick thinking.
12019|As they engage in a series of challenging questions and mind-bending puzzles, remember to support your favorites and let your own curiosity soar. This is the Smart Kids Space Showdown, where knowledge takes center stage and the thirst for exploration burns bright.|As they engage in a series of challenging questions and mind-bending puzzles, remember to support your favorites and let your own curiosity soar. This is the Smart Kids Space Showdown, where knowledge takes center stage and the thirst for exploration burns bright.
12020|tuned as we witness these extraordinary youngsters lead us through an educational voyage of the cosmos like never before. Let the cosmic contest begin.|tuned as we witness these extraordinary youngsters lead us through an educational voyage of the cosmos like never before. Let the cosmic contest begin.
13001|Namaste fellow space enthusiasts. It's an absolute delight to welcome you all to this captivating live stream event where we're about to embark on an extraordinary journey through the vast expanse of space and knowledge. Hold on to your helmets and buckle up as we dive into a stellar showdown that will leave you amazed, enlightened, and perhaps even star struck.|Namaste fellow space enthusiasts. It's an absolute delight to welcome you all to this captivating live stream event where we're about to embark on an extraordinary journey through the vast expanse of space and knowledge. Hold on to your helmets and buckle up as we dive into a stellar showdown that will leave you amazed, enlightened, and perhaps even star struck.
13002|I can see the excitement buzzing in the virtual room as we gather today with six exceptional children from all corners of our incredible country, India. These young minds are not just participants. They're the future astronauts, engineers, and stargazers who will lead us into the realms of discovery. So grab your telescopes and let's set sail on this cosmic voyage together.|I can see the excitement buzzing in the virtual room as we gather today with six exceptional children from all corners of our incredible country, India. These young minds are not just participants. They're the future astronauts, engineers, and stargazers who will lead us into the realms of discovery. So grab your telescopes and let's set sail on this cosmic voyage together.
13003|Introducing our rising stars. First in the spotlight we have Aditi from Mumbai. A rising star in the realm of astronomy. Aditi can identify constellations like a seasoned stargazer. Rajat from Delhi. Our aspiring rocket scientist, Rajat's brain power, might rival the thrust of a Saturn Vibe rocket. Kavya from Bangalore. A cosmic connoisseur, Kavya is fascinated by the enigmas of nebulae and the wonders they hold. Arav from Kolkata. Armed with knowledge, Arav can recite the names of Jupiter's moons faster than anyone can spell Galilean. Neha from Chennai. A tech whiz in the realm of space, Neha understands satellites and communication systems like the back of her hand. Arian from Hyderabad. Our youngest contestant, Arian's dreams of reaching the moon and beyond remind us that space knows no age limits.|Introducing our rising stars. First in the spotlight we have Aditi from Mumbai. A rising star in the realm of astronomy. Aditi can identify constellations like a seasoned stargazer. Rajat from Delhi. Our aspiring rocket scientist, Rajat's brain power, might rival the thrust of a Saturn Vibe rocket. Kavya from Bangalore. A cosmic connoisseur, Kavya is fascinated by the enigmas of nebulae and the wonders they hold. Arav from Kolkata. Armed with knowledge, Arav can recite the names of Jupiter's moons faster than anyone can spell Galilean. Neha from Chennai. A tech whiz in the realm of space, Neha understands satellites and communication systems like the back of her hand. Arian from Hyderabad. Our youngest contestant, Arian's dreams of reaching the moon and beyond remind us that space knows no age limits.
13004|As Space Odyssey begins, ladies and gentlemen, it's time to put their knowledge to the test. Brace yourselves as we launch into our space quiz, filled with challenging questions that will stretch their understanding of the cosmos. But remember, this isn't just a competition. It's a celebration of their passion and an opportunity for all of us to learn together. Aditi, let's start with you.|As Space Odyssey begins, ladies and gentlemen, it's time to put their knowledge to the test. Brace yourselves as we launch into our space quiz, filled with challenging questions that will stretch their understanding of the cosmos. But remember, this isn't just a competition. It's a celebration of their passion and an opportunity for all of us to learn together. Aditi, let's start with you.
13005|Can you share with us the name of the awe-inspiring nebula often referred to as the Pillars of Creation? Aditi, of course, it's the Eagle Nebula. Host, a stellar start, Aditi. Now, Rajat, put your astronaut thinking cap on. What term describes the cataclysmic explosion that occurs when a massive star collapses under its own gravity? Rajat, that's a supernova.|Can you share with us the name of the awe-inspiring nebula often referred to as the Pillars of Creation? Aditi, of course, it's the Eagle Nebula. Host, a stellar start, Aditi. Now, Rajat, put your astronaut thinking cap on. What term describes the cataclysmic explosion that occurs when a massive star collapses under its own gravity? Rajat, that's a supernova.
13006|Well done, Rajat. Kavya, as a lover of cosmic enigmas, can you shed some light on dark matter and its mysterious role in the universe?|Well done, Rajat. Kavya, as a lover of cosmic enigmas, can you shed some light on dark matter and its mysterious role in the universe?
13007|Black matter is a theoretical form of matter that doesn't emit light and is detected through its gravitational effects. It's a puzzle because we can't see it directly, but it seems to hold galaxies together. Host, excellent kavya. Let's keep the momentum going, Arav. Tell us, which of Saturn's moons features a captivating hexagonal cloud formation at its north pole? Arav, that's Enceladus, our ice-covered wonder. Host, you're on fire, Arav. Arav, as our tech-savvy contestant, can you shed light on the primary role of the Hubble Space Telescope and its contributions to our understanding of the cosmos?|Black matter is a theoretical form of matter that doesn't emit light and is detected through its gravitational effects. It's a puzzle because we can't see it directly, but it seems to hold galaxies together. Host, excellent kavya. Let's keep the momentum going, Arav. Tell us, which of Saturn's moons features a captivating hexagonal cloud formation at its north pole? Arav, that's Enceladus, our ice-covered wonder. Host, you're on fire, Arav. Arav, as our tech-savvy contestant, can you shed light on the primary role of the Hubble Space Telescope and its contributions to our understanding of the cosmos?
13008|Absolutely, the Hubble Space Telescope captures clear images of space objects without atmospheric distortion. It has unveiled breathtaking images of distant galaxies, furthering our knowledge of the universe's vastness. Host, Incredible Neha.|Absolutely, the Hubble Space Telescope captures clear images of space objects without atmospheric distortion. It has unveiled breathtaking images of distant galaxies, furthering our knowledge of the universe's vastness. Host, Incredible Neha.
13009|And finally, Arion, our young visionary, can you tell us which spacecraft currently holds the record for the farthest human made object from Earth?|And finally, Arion, our young visionary, can you tell us which spacecraft currently holds the record for the farthest human made object from Earth?
13010|That's the Voyager 1 spacecraft.|That's the Voyager 1 spacecraft.
13011|Cosmic journey continues my friends, as our talented contestants showcase their passion and knowledge.|Cosmic journey continues my friends, as our talented contestants showcase their passion and knowledge.
13012|stars is paved with questions, curiosity, and a relentless thirst for understanding. Let's continue to celebrate these young minds and their love for the cosmos. Onward we go.|stars is paved with questions, curiosity, and a relentless thirst for understanding. Let's continue to celebrate these young minds and their love for the cosmos. Onward we go.
14001|Live, unveiling the stars among us, a cosmic adventure. Greetings, fellow space enthusiasts. Today, we embark on an extraordinary journey to meet six incredible young minds from different corners of our beautiful nation, India. Each one of them holds a unique space title, representing their passion for the cosmos.|Live, unveiling the stars among us, a cosmic adventure. Greetings, fellow space enthusiasts. Today, we embark on an extraordinary journey to meet six incredible young minds from different corners of our beautiful nation, India. Each one of them holds a unique space title, representing their passion for the cosmos.
14002|But let's not stop at their titles. Let's dive into their worlds and discover the shining personalities that make them who they are.|But let's not stop at their titles. Let's dive into their worlds and discover the shining personalities that make them who they are.
14003|The Moonwalker.|The Moonwalker.
14004|From the bustling city of Mumbai and a proud student of St. Xavier S, allow me to introduce you to Akash, our very own moonwalker.|From the bustling city of Mumbai and a proud student of St. Xavier S, allow me to introduce you to Akash, our very own moonwalker.
14005|The inspiring astronaut has set his sights on the lunar surface, driven by a determination to leave his mark among the stars. While he's busy calculating trajectories and envisioning moonwalks, Akash also nurtures his artistic side as a gifted painter, creating breathtaking canvases inspired by the cosmos.|The inspiring astronaut has set his sights on the lunar surface, driven by a determination to leave his mark among the stars. While he's busy calculating trajectories and envisioning moonwalks, Akash also nurtures his artistic side as a gifted painter, creating breathtaking canvases inspired by the cosmos.
14006|Anaya.|Anaya.
14007|ladies and gentlemen, all the way from the cultural hub of Kolkata and a student at Heritage School. Let's meet Anaya, our black hole hunter.|ladies and gentlemen, all the way from the cultural hub of Kolkata and a student at Heritage School. Let's meet Anaya, our black hole hunter.
14008|With an insatiable curiosity that could rival the depths of space itself, Anaya is on a relentless quest to unravel the secrets of black holes.|With an insatiable curiosity that could rival the depths of space itself, Anaya is on a relentless quest to unravel the secrets of black holes.
14009|There's more to her than astrophysical inquiries. Anaya's love for classical dance takes center stage when she's not gazing at the stars, channeling her passion for movement and expression.|There's more to her than astrophysical inquiries. Anaya's love for classical dance takes center stage when she's not gazing at the stars, channeling her passion for movement and expression.
14010|Arjun, the Star Whisperer.|Arjun, the Star Whisperer.
14011|Get ready to be enchanted by Arjun, our star whisperer, who hails from the charming city of Indore and studies at Daly College.|Get ready to be enchanted by Arjun, our star whisperer, who hails from the charming city of Indore and studies at Daly College.
14012|Despite being the youngest member of our cosmic crew, Arjun's connection with the heavens is beyond his years.|Despite being the youngest member of our cosmic crew, Arjun's connection with the heavens is beyond his years.
14013|Armed with his trusty telescope, he spends countless nights exploring galaxies, supernovae, and constellations.|Armed with his trusty telescope, he spends countless nights exploring galaxies, supernovae, and constellations.
14014|Beyond his celestial pursuits, Arjun has a flair for creative writing, weaving tales that transport readers to galaxies far, far away.|Beyond his celestial pursuits, Arjun has a flair for creative writing, weaving tales that transport readers to galaxies far, far away.
14015|presence known all the way from the scenic city of De Raden and studying at the Dune School, please welcome Aparna, our Cosmic Encyclopedia.|presence known all the way from the scenic city of De Raden and studying at the Dune School, please welcome Aparna, our Cosmic Encyclopedia.
14016|Her knowledge of the cosmos is as vast as the universe itself, and she's always eager to share fascinating tidbits about celestial bodies and cosmic phenomena.|Her knowledge of the cosmos is as vast as the universe itself, and she's always eager to share fascinating tidbits about celestial bodies and cosmic phenomena.
14017|Parna isn't immersed in the wonders of space, you'll find her on the tennis court, showcasing her skills and determination in the world of sports.|Parna isn't immersed in the wonders of space, you'll find her on the tennis court, showcasing her skills and determination in the world of sports.
14018|Sahil, the Mars Rover designer.|Sahil, the Mars Rover designer.
14019|Hold onto your seats as we journey to the tech hub of Bangalore and meet Sahil, our Mars rover designer from National Public School.|Hold onto your seats as we journey to the tech hub of Bangalore and meet Sahil, our Mars rover designer from National Public School.
14020|Sahil's love for space and innovation converges in his dream of crafting the next generation of Mars rovers.|Sahil's love for space and innovation converges in his dream of crafting the next generation of Mars rovers.
14021|But when he's not tinkering with robotics, Sahil indulges in his culinary passion, experimenting with flavors and creating gastronomic masterpieces that are truly out of this world.|But when he's not tinkering with robotics, Sahil indulges in his culinary passion, experimenting with flavors and creating gastronomic masterpieces that are truly out of this world.
14022|Divya, the future astronaut.|Divya, the future astronaut.
14023|but certainly not least, all the way from the bustling heart of Delhi and studying at St. Mary AS, meet Divya, our future astronaut.|but certainly not least, all the way from the bustling heart of Delhi and studying at St. Mary AS, meet Divya, our future astronaut.
14024|With her eyes set on extraterrestrial horizons, Divya is on a path to becoming India's pride in space exploration.|With her eyes set on extraterrestrial horizons, Divya is on a path to becoming India's pride in space exploration.
14025|When she's not gazing at the stars, she's nurturing her green thumb in her backyard garden, finding solace and inspiration among nature's wonders. So my friends, as we gather here today, let's celebrate the diversity, talent, and unwavering passion of these young minds. From painting to dance, creative writing to culinary arts, and sports to gardening, these titles don't just define them. They're a glimpse into the vibrant tapestry of their lives. Stay with us as we embark on a journey through their cosmic dreams, aspirations, and the incredible journey they're carving in the universe of both space and life.|When she's not gazing at the stars, she's nurturing her green thumb in her backyard garden, finding solace and inspiration among nature's wonders. So my friends, as we gather here today, let's celebrate the diversity, talent, and unwavering passion of these young minds. From painting to dance, creative writing to culinary arts, and sports to gardening, these titles don't just define them. They're a glimpse into the vibrant tapestry of their lives. Stay with us as we embark on a journey through their cosmic dreams, aspirations, and the incredible journey they're carving in the universe of both space and life.
15001|Greetings fellow space enthusiasts and explorers of the unknown.|Greetings fellow space enthusiasts and explorers of the unknown.
15002|We are gathered to embark on a thrilling journey that will introduce us to six exceptional young minds, each from a different corner of our diverse nation, India.|We are gathered to embark on a thrilling journey that will introduce us to six exceptional young minds, each from a different corner of our diverse nation, India.
15003|These brilliant minds are distinguished by their unique space titles, offering a sneak peek into their celestial aspirations.|These brilliant minds are distinguished by their unique space titles, offering a sneak peek into their celestial aspirations.
15004|There's more to their stories than just titles.|There's more to their stories than just titles.
15005|Peel back the cosmic layers and delve into their captivating personalities and passions beyond the stars.|Peel back the cosmic layers and delve into their captivating personalities and passions beyond the stars.
15006|The Moonwalker|The Moonwalker
15007|Coming to you all the way from the dynamic city of Mumbai and a proud student of St. Xavier S, let's meet Akash, our very own moonwalker.|Coming to you all the way from the dynamic city of Mumbai and a proud student of St. Xavier S, let's meet Akash, our very own moonwalker.
15008|With dreams that soar beyond our planet's confines, Akash envisions himself walking on the lunar surface. Yet when he's not studying moon maps and lunar modules, he is a budding musician, creating melodies that resonate with the mysteries of the universe.|With dreams that soar beyond our planet's confines, Akash envisions himself walking on the lunar surface. Yet when he's not studying moon maps and lunar modules, he is a budding musician, creating melodies that resonate with the mysteries of the universe.
15009|Anaya.|Anaya.
15010|Join me in extending a warm welcome to Anaya, the black hole hunter, hailing from the culturally rich city of Kolkata and a student at Heritage School.|Join me in extending a warm welcome to Anaya, the black hole hunter, hailing from the culturally rich city of Kolkata and a student at Heritage School.
15011|Curiosity knows no bounds as she embarks on a quest to uncover the enigmas of black holes.|Curiosity knows no bounds as she embarks on a quest to uncover the enigmas of black holes.
15012|explorations don't stop there. Anaya is also an accomplished dancer, using graceful movements to depict the cosmic dance of celestial bodies.|explorations don't stop there. Anaya is also an accomplished dancer, using graceful movements to depict the cosmic dance of celestial bodies.
15013|Arjun, the Star Whisperer.|Arjun, the Star Whisperer.
15014|Allow me to introduce Arjun, our star whisperer, from the picturesque city of Indore and a student at Daly College.|Allow me to introduce Arjun, our star whisperer, from the picturesque city of Indore and a student at Daly College.
15015|Despite his youth, Arjun has forged a deep connection with the cosmos through his telescope. He doesn't just observe stars, he listens to their whispers. And when he's not deciphering their cosmic tales, Arjun is a dedicated wildlife enthusiast, immersing himself in the wonders of the natural world.|Despite his youth, Arjun has forged a deep connection with the cosmos through his telescope. He doesn't just observe stars, he listens to their whispers. And when he's not deciphering their cosmic tales, Arjun is a dedicated wildlife enthusiast, immersing himself in the wonders of the natural world.
15016|From the serene city of Deraden and a student at the Dune School, we have Aparna, our very own cosmic encyclopedia.|From the serene city of Deraden and a student at the Dune School, we have Aparna, our very own cosmic encyclopedia.
15017|Aparna's knowledge about the universe rivals that of any textbook, and she's always eager to share her cosmic wisdom. However, she's not just a space aficionado. Aparna is also a gifted poet, using words to paint the beauty of the cosmos in verses.|Aparna's knowledge about the universe rivals that of any textbook, and she's always eager to share her cosmic wisdom. However, she's not just a space aficionado. Aparna is also a gifted poet, using words to paint the beauty of the cosmos in verses.
15018|Sahel, the Mars Rover designer.|Sahel, the Mars Rover designer.
15019|give a round of applause to Sahil, our Mars Rover designer, hailing from the tech savvy city of Bangalore and a student at National Public School.|give a round of applause to Sahil, our Mars Rover designer, hailing from the tech savvy city of Bangalore and a student at National Public School.
15020|Sahil's dream is to revolutionize space exploration with his robotic innovations.|Sahil's dream is to revolutionize space exploration with his robotic innovations.
